GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_region_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MGRN1	ENSG00000102858	ENST00000588111	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000588994	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000590457	retained_intron	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	1
MGRN1	ENSG00000102858	ENST00000590790	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
MGRN1	ENSG00000102858	ENST00000591673	processed_transcript	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
MGRN1	ENSG00000102858	ENST00000591895	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
MGRN1	ENSG00000102858	ENST00000592256	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000593224	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0
MIR1225	ENSG00000221656	ENST00000408729	miRNA	0	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0	8
MIR3177	ENSG00000265820	ENST00000578255	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3178	ENSG00000266232	ENST00000581887	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3180-5	ENSG00000264397	ENST00000583743	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3677	ENSG00000266643	ENST00000578964	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR4717	ENSG00000264004	ENST00000584656	miRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MIR5587	ENSG00000266124	ENST00000581803	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR662	ENSG00000207579	ENST00000384847	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6769A	ENSG00000276641	ENST00000617340	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR8065	ENSG00000273648	ENST00000620577	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR940	ENSG00000260778	ENST00000401276	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR940	ENSG00000260778	ENST00000562838	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR940	ENSG00000260778	ENST00000563734	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR940	ENSG00000260778	ENST00000567888	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MMP25	ENSG00000008516	ENST00000336577	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
MMP25	ENSG00000008516	ENST00000570755	processed_transcript	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
MMP25	ENSG00000008516	ENST00000612971	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
MMP25-AS1	ENSG00000261971	ENST00000572930	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MMP25-AS1	ENSG00000261971	ENST00000573130	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MMP25-AS1	ENSG00000261971	ENST00000573878	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MMP25-AS1	ENSG00000261971	ENST00000576250	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MPG	ENSG00000103152	ENST00000219431	protein_coding	0	0	0	6	0	0	0	1	0	4	0	0	0	0	0	0	1
MPG	ENSG00000103152	ENST00000356432	protein_coding	0	0	0	6	0	0	1	1	0	4	0	0	0	0	0	0	0
MPG	ENSG00000103152	ENST00000397817	protein_coding	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	0	0
MPG	ENSG00000103152	ENST00000436333	protein_coding	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	0	0
MPG	ENSG00000103152	ENST00000475280	processed_transcript	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
MRPL28	ENSG00000086504	ENST00000199706	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000389675	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000429738	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000441883	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000447696	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000450882	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000461550	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000469744	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000481453	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL28	ENSG00000086504	ENST00000483764	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPS34	ENSG00000074071	ENST00000177742	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
MRPS34	ENSG00000074071	ENST00000397375	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
MRPS34	ENSG00000074071	ENST00000569585	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
MSLN	ENSG00000102854	ENST00000382862	protein_coding	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0
MSLN	ENSG00000102854	ENST00000545450	protein_coding	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0
MSLN	ENSG00000102854	ENST00000561896	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
MSLN	ENSG00000102854	ENST00000563651	protein_coding	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
MSLN	ENSG00000102854	ENST00000563941	protein_coding	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0
MSLN	ENSG00000102854	ENST00000566269	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
MSLN	ENSG00000102854	ENST00000566549	protein_coding	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0
MSLN	ENSG00000102854	ENST00000569566	protein_coding	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
MSLNL	ENSG00000162006	ENST00000442466	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
MSLNL	ENSG00000162006	ENST00000537221	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MSLNL	ENSG00000162006	ENST00000543963	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
MSRB1	ENSG00000198736	ENST00000361871	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MSRB1	ENSG00000198736	ENST00000399753	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MSRB1	ENSG00000198736	ENST00000473663	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MSRB1	ENSG00000198736	ENST00000489198	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MSRB1	ENSG00000198736	ENST00000564908	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MSRB1	ENSG00000198736	ENST00000622125	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
Metazoa_SRP	ENSG00000276096	ENST00000622471	misc_RNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Metazoa_SRP	ENSG00000278700	ENST00000613380	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000360862	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000407558	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000414063	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000421765	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000424546	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000570372	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000570551	processed_transcript	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000570819	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000571107	processed_transcript	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000571696	processed_transcript	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000572131	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000572169	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000572584	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NAA60	ENSG00000122390	ENST00000572739	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000572757	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000572942	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000573201	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000573345	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000573580	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000573593	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000574328	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000574380	retained_intron	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000574950	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000575076	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000575733	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000575936	processed_transcript	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000576787	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000576916	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAA60	ENSG00000122390	ENST00000577013	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
NAGPA	ENSG00000103174	ENST00000312251	protein_coding	0	2	2	8	1	0	0	1	0	4	1	0	1	0	0	2	2
NAGPA	ENSG00000103174	ENST00000381955	protein_coding	0	2	2	8	1	0	0	1	0	4	1	0	1	0	0	2	2
NAGPA	ENSG00000103174	ENST00000561580	retained_intron	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000562037	nonsense_mediated_decay	0	1	0	9	0	0	0	6	0	1	0	0	0	0	0	1	2
NAGPA	ENSG00000103174	ENST00000562346	protein_coding	0	1	0	9	0	0	0	5	0	2	0	0	0	0	0	1	2
NAGPA	ENSG00000103174	ENST00000562746	nonsense_mediated_decay	0	1	0	9	3	0	0	0	0	4	0	0	0	0	0	1	2
NAGPA	ENSG00000103174	ENST00000563578	protein_coding	0	2	1	7	1	0	0	0	0	4	1	0	0	0	0	2	2
NAGPA	ENSG00000103174	ENST00000564397	retained_intron	0	0	0	9	0	0	0	0	0	2	0	4	0	0	0	0	3
NAGPA	ENSG00000103174	ENST00000564922	processed_transcript	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000565876	nonsense_mediated_decay	0	0	0	10	0	0	0	3	0	4	0	0	0	0	0	0	3
NAGPA	ENSG00000103174	ENST00000566137	retained_intron	0	0	0	7	0	0	0	3	0	2	0	0	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000567739	retained_intron	0	0	0	8	0	0	0	3	0	3	0	0	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000568202	retained_intron	0	0	0	10	0	0	0	0	0	5	0	3	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000568528	processed_transcript	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	3
NAGPA	ENSG00000103174	ENST00000569296	nonsense_mediated_decay	0	0	0	10	0	0	0	3	0	4	0	0	0	0	0	0	3
NAGPA	ENSG00000103174	ENST00000569793	processed_transcript	0	0	0	8	0	0	0	5	0	0	0	1	0	0	0	0	2
NAGPA	ENSG00000103174	ENST00000591478	processed_transcript	0	0	0	9	0	0	0	5	0	1	0	1	0	0	0	0	2
NARFL	ENSG00000103245	ENST00000251588	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000540986	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000562752	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000562862	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NARFL	ENSG00000103245	ENST00000563051	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NARFL	ENSG00000103245	ENST00000564285	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NARFL	ENSG00000103245	ENST00000565065	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000565341	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000565425	nonsense_mediated_decay	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000565693	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000566614	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000566650	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NARFL	ENSG00000103245	ENST00000567172	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000567455	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000568545	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NARFL	ENSG00000103245	ENST00000570066	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NARFL	ENSG00000103245	ENST00000570289	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NHLRC4	ENSG00000257108	ENST00000424439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NHLRC4	ENSG00000257108	ENST00000540585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NLRC3	ENSG00000167984	ENST00000324659	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000359128	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000603055	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000615877	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME3	ENSG00000103024	ENST00000219302	protein_coding	4	1	0	3	0	0	0	3	0	0	0	0	0	1	4	1	0
NME3	ENSG00000103024	ENST00000561637	retained_intron	0	1	0	3	0	0	0	3	0	0	0	1	0	1	0	0	0
NME3	ENSG00000103024	ENST00000563367	retained_intron	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0
NME3	ENSG00000103024	ENST00000563498	protein_coding	0	1	0	3	0	0	0	3	0	0	0	0	0	1	0	1	0
NME3	ENSG00000103024	ENST00000563854	nonsense_mediated_decay	0	1	0	4	1	0	0	3	0	0	0	0	0	1	0	0	0
NME3	ENSG00000103024	ENST00000564252	retained_intron	0	1	0	3	0	0	0	3	0	0	0	1	0	1	0	0	0
NME3	ENSG00000103024	ENST00000564628	protein_coding	0	0	1	3	0	0	0	3	0	0	1	0	0	1	0	0	0
NME3	ENSG00000103024	ENST00000565379	retained_intron	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0
NME3	ENSG00000103024	ENST00000566600	retained_intron	0	1	0	3	0	0	0	3	0	0	0	1	0	1	0	0	0
NME3	ENSG00000103024	ENST00000567271	retained_intron	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0
NME3	ENSG00000103024	ENST00000568561	nonsense_mediated_decay	0	1	0	4	1	0	0	3	0	0	0	0	0	1	0	0	0
NME4	ENSG00000103202	ENST00000219479	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000382940	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000397722	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000433358	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000444498	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000448828	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000450036	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000454619	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000460297	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000468031	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
NME4	ENSG00000103202	ENST00000620944	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NME4	ENSG00000103202	ENST00000621774	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NOXO1	ENSG00000196408	ENST00000354249	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NOXO1	ENSG00000196408	ENST00000356120	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NOXO1	ENSG00000196408	ENST00000397280	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NOXO1	ENSG00000196408	ENST00000566005	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NOXO1	ENSG00000196408	ENST00000569739	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399953	protein_coding	0	0	0	8	1	0	0	4	0	3	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000419636	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000422814	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000456528	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000457916	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000464069	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
NPRL3	ENSG00000103148	ENST00000468260	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000473674	processed_transcript	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000483663	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000610509	retained_intron	0	0	0	6	0	0	0	4	0	1	0	0	0	0	0	0	1
NPRL3	ENSG00000103148	ENST00000611875	protein_coding	0	0	0	8	1	0	0	4	0	3	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000620134	protein_coding	0	0	0	8	1	0	0	4	0	3	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000621703	nonsense_mediated_decay	0	0	0	8	1	0	0	4	0	3	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000622194	nonsense_mediated_decay	0	0	0	8	1	0	0	4	0	3	0	0	0	0	0	0	0
NPW	ENSG00000183971	ENST00000329610	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPW	ENSG00000183971	ENST00000566435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPW	ENSG00000183971	ENST00000567649	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
NTHL1	ENSG00000065057	ENST00000219066	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000561841	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000561862	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NTHL1	ENSG00000065057	ENST00000562120	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000562951	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NTHL1	ENSG00000065057	ENST00000565406	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NTHL1	ENSG00000065057	ENST00000566380	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000567727	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NTHL1	ENSG00000065057	ENST00000568513	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000623977	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000262302	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000562263	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000565134	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000565603	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000565987	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000567700	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000568706	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000568834	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUBP2	ENSG00000095906	ENST00000569898	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT16L1	ENSG00000168101	ENST00000304301	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT16L1	ENSG00000168101	ENST00000405142	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT16L1	ENSG00000168101	ENST00000586252	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT16L1	ENSG00000168101	ENST00000586536	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT16L1	ENSG00000168101	ENST00000590460	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OR1F1	ENSG00000168124	ENST00000304646	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	2
OR2C1	ENSG00000168158	ENST00000304936	protein_coding	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	1	4
PDIA2	ENSG00000185615	ENST00000219406	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000404312	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000435833	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000456379	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000462950	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000467212	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	ENST00000482665	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PDPK1	ENSG00000140992	ENST00000268673	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000342085	protein_coding	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000389224	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
